ID,Name,Longitude,Latitude,Lines
355874,DUNDAS at HOWLANDMILLS,-79.90875,43.31966,
355879,DUNDAS at MAIN,-79.89294,43.33326,
355343,DUNDAS at MAIN,-79.89312,43.33326,
1381,DUNDAS at MAIN,-79.95130,43.26340,
355347,DUNDAS at MCDONALD,-79.90618,43.32207,
355365,DUNDAS at MILL,-79.89136,43.33481,
355362,DUNDAS at PAMELA,-79.88113,43.34271,
355345,DUNDAS at PERRELLI,-79.89916,43.32813,
355346,DUNDAS at RILEY,-79.90311,43.32477,
1383,DUNDAS at THORPE,-79.94632,43.26439,
1382,DUNDAS at THORPE,-79.94641,43.26451,
1384,DUNDAS at WEST,-79.95023,43.26376,
355819,DUNDAS opposite BAYVIEW,-79.90440,43.32361,
355855,DUNDAS opposite FIRST,-79.88771,43.33752,
355858,DUNDAS opposite PAMELA,-79.88150,43.34220,
355854,DUNDAS opposite WATERDOWN MANOR,-79.89094,43.33501,
1385,DUNDAS opposite WEST,-79.94924,43.26381,
1389,DUNDURN at ABERDEEN,-79.89261,43.25129,
1390,DUNDURN at ABERDEEN,-79.89282,43.25115,
355760,DUNDURN at CHARLTON,-79.89117,43.25457,
355720,DUNDURN at HERKIMER,-79.89176,43.25347,
1394,DUNDURN at HILLCREST,-79.89469,43.24705,
1393,DUNDURN at HILLCREST,-79.89447,43.24710,
1387,DUNDURN at JONES,-79.88588,43.26721,
1396,DUNDURN at ORCHARD HILL,-79.89354,43.24917,
1397,DUNDURN at STANLEY,-79.89183,43.25294,
1388,DUNDURN at SUNSET,-79.88691,43.26474,
1392,DUNDURN opposite ORCHARD HILL,-79.89363,43.24940,
2,Eastgate Terminal,-79.76562,43.22874,
1402,EASTGATE TERMINAL PLATFORM 1,-79.76626,43.22887,
1406,EASTGATE TERMINAL PLATFORM 2,-79.76589,43.22879,
1399,EASTGATE TERMINAL PLATFORM 2,-79.76589,43.22879,
1405,EASTGATE TERMINAL PLATFORM 3,-79.76557,43.22872,
355513,EASTGATE TERMINAL PLATFORM 3,-79.76553,43.22871,
1403,EASTGATE TERMINAL PLATFORM 4,-79.76556,43.22860,
1400,EASTGATE TERMINAL PLATFORM 7,-79.76600,43.22852,
1407,EASTPORT at CCIW,-79.80001,43.30176,
1408,EASTPORT at LAKESHORE,-79.79886,43.30221,
1409,ELIZABETH at LAKESHORE,-79.79479,43.32507,
355742,EMERSON at MAIN,-79.91975,43.25721,
1411,EMERSON at MAIN,-79.91949,43.25756,
1413,EMERSON at ROYAL,-79.92157,43.25315,
1412,EMERSON at ROYAL,-79.92161,43.25348,
1415,EMERSON at SUSSEX,-79.92013,43.25623,
1417,EMERSON at WARD,-79.92112,43.25414,
1416,EMERSON at WARD,-79.92114,43.25445,
1469,FENNELL at AUCHMAR,-79.89250,43.24142,
1418,FENNELL at CASTLEFIELD,-79.83167,43.22608,
1419,FENNELL at EAST 12TH,-79.86617,43.23473,
1421,FENNELL at EAST 14TH,-79.86415,43.23426,
1422,FENNELL at EAST 15TH,-79.86347,43.23399,
1423,FENNELL at EAST 15TH,-79.86302,43.23393,
1424,FENNELL at EAST 18TH,-79.86066,43.23322,
1425,FENNELL at EAST 18TH,-79.85988,43.23320,
1426,FENNELL at EAST 22ND,-79.85626,43.23212,
1427,FENNELL at EAST 22ND,-79.85549,43.23208,
1429,FENNELL at EAST 24TH,-79.85387,43.23167,
1428,FENNELL at EAST 24TH,-79.85368,43.23145,
1430,FENNELL at EAST 26TH,-79.85104,43.23092,
1431,FENNELL at EAST 32ND,-79.84659,43.22969,
1432,FENNELL at EAST 33RD,-79.84525,43.22958,
1433,FENNELL at EAST 34TH,-79.84460,43.22930,
1434,FENNELL at EAST 35TH,-79.84341,43.22920,
1436,FENNELL at EAST 37TH,-79.84162,43.22876,
1435,FENNELL at EAST 37TH,-79.84196,43.22870,
1437,FENNELL at EAST 43RD,-79.83708,43.22742,
1438,FENNELL at EAST 43RD,-79.83639,43.22737,
1439,FENNELL at EAST 45TH,-79.83437,43.22671,
1440,FENNELL at EAST 45TH,-79.83410,43.22678,
1441,FENNELL at EAST 5TH,-79.87459,43.23687,
1442,FENNELL at EAST 8TH,-79.87021,43.23575,
1443,FENNELL at GLENFORD,-79.82773,43.22508,
1471,FENNELL at GOVERNORS,-79.88828,43.24025,
1445,FENNELL at HIGH,-79.82593,43.22483,
1446,FENNELL at HIGH,-79.82582,43.22466,
1447,FENNELL at HOOVER,-79.87058,43.23570,
1448,FENNELL at MOUNTAIN PLAZA,-79.87632,43.23709,
1449,FENNELL at PRINCETON,-79.82260,43.22408,
1452,FENNELL at SHADYSIDE,-79.85177,43.23094,
1453,FENNELL at SHIRLEY,-79.82072,43.22350,
1456,FENNELL at UPPER GAGE,-79.83865,43.22799,
1455,FENNELL at UPPER GAGE,-79.83932,43.22801,
1473,FENNELL at UPPER JAMES,-79.87805,43.23761,
1457,FENNELL at UPPER JAMES,-79.87738,43.23762,
1459,FENNELL at UPPER OTTAWA,-79.82914,43.22541,
1458,FENNELL at UPPER OTTAWA,-79.82909,43.22559,
1460,FENNELL at UPPER SHERMAN,-79.84846,43.23006,
1461,FENNELL at UPPER SHERMAN,-79.84788,43.23013,
1462,FENNELL at UPPER WELLINGTON,-79.86847,43.23515,
1463,FENNELL at UPPER WELLINGTON,-79.86784,43.23519,
1464,FENNELL at UPPER WENTWORTH,-79.85824,43.23260,
1465,FENNELL at UPPER WENTWORTH,-79.85772,43.23268,
1466,FENNELL at WARREN,-79.87338,43.23641,
1475,FENNELL at WEST 2ND,-79.88005,43.23813,
1474,FENNELL at WEST 2ND,-79.87942,43.23812,
1477,FENNELL at WEST 5TH,-79.88425,43.23921,
1467,FENNELL opposite AUCHMAR,-79.89252,43.24128,
1451,FENNELL opposite CASTLEFIELD,-79.83124,43.22606,
1420,FENNELL opposite EAST 13TH,-79.86536,43.23439,
1444,FENNELL opposite GLENFORD,-79.82717,43.22515,
1472,FENNELL opposite GOVERNORS,-79.88722,43.24016,
1450,FENNELL opposite PRINCETON,-79.82287,43.22398,
1454,FENNELL opposite SHIRLEY,-79.82061,43.22362,
1478,FERRIE at WELLINGTON,-79.85326,43.26631,
1480,FIDDLER'S GREEN at ENMORE,-79.98402,43.20736,
1482,FIDDLER'S GREEN at GARDEN,-79.98268,43.20324,
1483,FIDDLER'S GREEN at GILBERT,-79.98620,43.21416,
1485,FIDDLER'S GREEN at OAKLEY,-79.98550,43.21184,
1488,FIDDLER'S GREEN at WILSON,-79.98714,43.21767,
1481,FIDDLER'S GREEN opposite ENMORE,-79.98404,43.20696,
1484,FIDDLER'S GREEN opposite GILBERT,-79.98617,43.21435,
1486,FIDDLER'S GREEN opposite OAKLEY,-79.98541,43.21188,
2642,FIESTA MALL LOOP,-79.74614,43.22290,
1490,FIRST opposite BRANTHAVEN,-79.77975,43.19184,
1491,FIRST opposite ELECTRA,-79.78089,43.18902,
1492,FIRST opposite JOHN MURRAY,-79.78038,43.19036,
355937,FIRST opposite MAPLEWOOD GREEN PARK,-79.78202,43.18631,
1496,GAGE at BEACH,-79.82413,43.25888,
1497,GAGE at BEACH,-79.82396,43.25880,
1498,GAGE at BURLINGTON,-79.82267,43.26236,
1503,GAGE at CUMBERLAND,-79.83168,43.24101,
1500,GAGE at GATE 5,-79.82189,43.26369,
1499,GAGE at INDUSTRIAL,-79.82219,43.26331,
1504,GAGE opposite CUMBERLAND,-79.83163,43.24063,
355527,GARNER at ANSON,-79.97834,43.20242,
355556,GARNER at BENNETTS APPLES,-79.93999,43.20855,
355528,GARNER at BRAITHWAITE,-79.98733,43.20096,
355974,GARNER at DUFF'S CORNERS,-80.02191,43.19503,
355466,GARNER at FIDDLERS GREEN,-79.98278,43.20161,
355479,GARNER at FIDDLERS GREEN,-79.98238,43.20175,
355931,GARNER at GLANCASTER,-79.93038,43.21016,
355530,GARNER at HAMILTON,-80.00194,43.19856,
355901,GARNER at JOHN FREDERICK,-79.96283,43.20496,
355524,GARNER at KITTY MURRAY,-79.95252,43.20666,
355526,GARNER at MILLER,-79.97501,43.20296,
355529,GARNER at PANABAKER,-79.99529,43.19966,
355770,GARNER at RAYMOND,-79.93433,43.20958,
355949,GARNER at REDEEMER UNIVERSITY COLLEGE,-79.94883,43.20723,
355546,GARNER at SHAVER,-80.01223,43.19669,
355531,GARNER at SHAVER,-80.01181,43.19691,
355478,GARNER at SOUTHCOTE,-79.95738,43.20586,
355467,GARNER at SOUTHCOTE,-79.95824,43.20563,
355522,GARNER at SPRINGBROOK,-79.94479,43.20794,
1509,GARNER at WALMART,-80.01449,43.19645,
356080,GARNER at WOODMOUNT,-79.97220,43.20342,
355550,GARNER opposite ANSON,-79.97826,43.20230,
355521,GARNER opposite BENNETTS APPLES,-79.94006,43.20871,
355549,GARNER opposite BRAITHWAITE,-79.98759,43.20078,
355477,GARNER opposite GLANCASTER,-79.93046,43.21025,
355547,GARNER opposite HAMILTON,-80.00213,43.19839,
355902,GARNER opposite JOHN FREDERICK,-79.96280,43.20491,
355553,GARNER opposite KITTY MURRAY,-79.95263,43.20655,
355551,GARNER opposite MILLER,-79.97528,43.20277,
355548,GARNER opposite PANNABAKER,-79.99552,43.19948,
355769,GARNER opposite RAYMOND,-79.93458,43.20946,
355932,GARNER opposite REDEEMER UNIVERSITY COLLEGE,-79.94920,43.20711,
355555,GARNER opposite SPRINGBROOK,-79.94522,43.20771,
355552,GARNER opposite WOODMOUNT,-79.97166,43.20338,
1516,GARTH at AUCHMAR,-79.89579,43.24409,
1518,GARTH at BENDAMERE,-79.89940,43.23662,
1519,GARTH at BENDAMERE,-79.89927,43.23641,
1520,GARTH at BRAEMAR,-79.89621,43.24307,
1521,GARTH at CLAUDETTE,-79.91044,43.21155,
1543,GARTH at DENLOW,-79.89707,43.24173,
1542,GARTH at DENLOW,-79.89707,43.24173,
1525,GARTH at ELMWOOD,-79.89995,43.23491,
1524,GARTH at ELMWOOD,-79.90001,43.23529,
1526,GARTH at FENNELL,-79.89665,43.24203,
1527,GARTH at GARROW,-79.90670,43.22027,
1528,GARTH at GARROW,-79.90652,43.21984,
1529,GARTH at GISELE,-79.91151,43.20892,
1531,GARTH at GLENVALE,-79.90795,43.21730,
1534,GARTH at LIMERIDGE,-79.90347,43.22712,
1533,GARTH at LIMERIDGE,-79.90373,43.22702,
1511,GARTH at LINC NORTH,-79.90419,43.22554,
1510,GARTH at LINC NORTH,-79.90436,43.22558,
1513,GARTH at LINC SOUTH,-79.90577,43.22163,
1512,GARTH at LINC SOUTH,-79.90615,43.22160,
1535,GARTH at MOUNTAIN CREST,-79.89857,43.23843,
1537,GARTH at REGENT,-79.90981,43.21300,
355740,GARTH at RYMAL,-79.91222,43.20705,
355738,GARTH at RYMAL,-79.91250,43.20661,
1541,GARTH at SANATORIUM,-79.90070,43.23379,
1544,GARTH at STONE CHURCH,-79.90847,43.21612,
1545,GARTH at STONE CHURCH,-79.90833,43.21558,
1546,GARTH at WESTCLIFFE,-79.89796,43.23975,
1517,GARTH opposite AUCHMAR,-79.89595,43.24419,
1522,GARTH opposite CLAUDETTE,-79.91018,43.21193,
1523,GARTH opposite DENLOW,-79.89721,43.24098,
1530,GARTH opposite GISELE,-79.91141,43.20889,
1532,GARTH opposite GLENVALE,-79.90778,43.21691,
1536,GARTH opposite MOUNTAIN CREST,-79.89854,43.23801,
1538,GARTH opposite REGENT,-79.90965,43.21305,
1547,GARTH opposite WESTCLIFFE,-79.89777,43.23969,
1550,GATESTONE at HIGHLAND,-79.78694,43.18476,
1551,GATESTONE at SHADYGLEN,-79.78817,43.18165,
355733,GATESTONE opposite BEACHGROVE,-79.78468,43.18748,
355741,GIBBONS SQUARE SHELTER,-79.91101,43.20580,
1554,GLANCASTER at GARNER,-79.92876,43.21001,
1555,GLANCASTER LOOP,-79.92889,43.20838,
356090,GLOVER at MAPLE LEAF,-79.83254,43.17126,
1556,GLOW at BRIGHTON,-79.78081,43.25440,
1557,GLOW at BRIGHTON,-79.78054,43.25447,
1559,GLOW at DUNN,-79.77535,43.25334,
1558,GLOW at DUNN,-79.77644,43.25345,
1560,GLOW at KNOX,-79.77838,43.25387,
1561,GLOW at KNOX,-79.77810,43.25393,
1563,GLOW at PARKDALE,-79.78386,43.25520,
1562,GLOW at PARKDALE,-79.78358,43.25501,
1564,GLOW at WOODWARD,-79.77459,43.25304,
1565,GOLF LINKS at CLOVERLEAF,-79.94248,43.22730,
1566,GOLF LINKS at CLOVERLEAF,-79.94251,43.22730,
1568,GOLF LINKS at KITTY MURRAY,-79.95299,43.22551,
1569,GOLF LINKS at LEGEND,-79.94802,43.22657,
1573,GOLF LINKS at MCNIVEN,-79.96192,43.22412,
1574,GOLF LINKS at MEADOWLANDS,-79.94857,43.22625,
1575,GOLF LINKS at ONONDAGA,-79.95925,43.22497,
1578,GOLF LINKS at STONE CHURCH,-79.93723,43.22817,
1567,GOLF LINKS opposite KITTY MURRAY,-79.95217,43.22585,
1570,GOLF LINKS opposite MARTINDALE,-79.94394,43.22705,
1572,GOLF LINKS opposite MARTINDALE,-79.94396,43.22705,
1571,GOLF LINKS opposite MARTINDALE,-79.94394,43.22705,
1576,GOLF LINKS opposite ONONDAGA,-79.95943,43.22475,
1580,GORDON DRUMMOND at GORDON DRUMMOND,-79.79464,43.19028,
1579,GORDON DRUMMOND at GORDON DRUMMOND,-79.79468,43.19012,
1582,GORDON DRUMMOND at ISAAC BROCK,-79.78938,43.19104,
1583,GORDON DRUMMOND at KELSEY,-79.79166,43.19098,
1584,GORDON DRUMMOND at MARSTON,-79.79707,43.19024,
1585,GORDON DRUMMOND at TWIN OAKS,-79.79198,43.19083,
1581,GORDON DRUMMOND at VENTURA,-79.78946,43.19119,
1586,GOULDING at SAN FERNANDO,-79.92235,43.24309,
1587,GOULDING at SAN GRECO,-79.92210,43.24362,
1589,GOULDING at SCENIC,-79.92260,43.24521,
1588,GOULDING at SCENIC,-79.92274,43.24515,
1592,GOVERNOR'S at AVON,-79.96284,43.26125,
1594,GOVERNOR'S at BRIDLEWOOD,-79.97874,43.25826,
1595,GOVERNOR'S at CASTLEWOOD,-79.97843,43.25843,
1597,GOVERNOR'S at CREIGHTON,-79.96867,43.26017,
1596,GOVERNOR'S at CREIGHTON,-79.96826,43.26041,
1598,GOVERNOR'S at DAVIDSON,-79.98600,43.25704,
remix-3fcb0344-e409-4429-9d87-7d43cdf09fe7,Governor's at Dundas Valley,-79.97520,43.25905,
355972,GOVERNOR'S at DUNDAS VALLEY SCHOOL,-79.97619,43.25874,
356039,GOVERNOR'S at HUNTINGWOOD,-79.97195,43.25970,
1603,GOVERNOR'S at MAIN,-79.95281,43.26307,52A-Dundas First Solution (Inbound)
355943,GOVERNOR'S at MAIN,-79.95317,43.26313,52A-Dundas First Solution (Outbound)
1605,GOVERNOR'S at MOSS,-79.98217,43.25761,
remix-a5b46fdf-9b96-4d94-afd0-d6c0787ec9bf,Governor's at Ogilvie,-79.95573,43.26270,
remix-dbf6315f-0867-4839-9b30-47e4940395b5,Governor's at Ogilvie,-79.95566,43.26255,
1607,GOVERNOR'S at OVERFIELD,-79.95855,43.26209,
356037,GOVERNORS at PIRIE,-79.98916,43.25649,
remix-5fee897d-461e-48af-8e7f-e3d6311e8e8f,Governor's at Tally Ho,-79.96575,43.26072,
1593,GOVERNOR'S opposite AVON,-79.96291,43.26139,
356040,GOVERNOR'S opposite HUNTINGWOOD,-79.97188,43.25956,
1606,GOVERNOR'S opposite MOSS,-79.98257,43.25766,
1608,GOVERNOR'S opposite OVERFIELD,-79.95845,43.26220,
remix-0dd7e317-791e-433d-bd96-fecbd83f60f5,Governor's opposite Tally Ho,-79.96559,43.26090,
1611,GRAY at BRITANNIA,-79.74127,43.22983,
1613,GRAY at CEDARDALE,-79.74272,43.22641,
1616,GRAY at FEDERAL,-79.74338,43.22482,
1615,GRAY at FEDERAL,-79.74342,43.22522,
1617,GRAY at HIGHWAY 8,-79.74378,43.22380,
1619,GRAY at ROXBOROUGH,-79.74190,43.22834,
1618,GRAY at ROXBOROUGH,-79.74195,43.22869,
1612,GRAY opposite BRITANNIA,-79.74146,43.22994,
356008,GRAY opposite CARDINAL NEWMAN,-79.74467,43.22195,
1614,GRAY opposite CEDARDALE,-79.74292,43.22645,
1620,GREEN at HIGHWAY 8,-79.73366,43.22074,
1621,GREEN at KING,-79.73496,43.21800,
1624,GREENHILL at BLANCHE,-79.78248,43.20968,
1625,GREENHILL at BUNKER HILL,-79.79123,43.21032,
1626,GREENHILL at COCHRANE,-79.80747,43.22000,
1627,GREENHILL at COUNTRY CLUB,-79.79388,43.21312,
1628,GREENHILL at GLEN MANOR,-79.79327,43.21261,
355295,GREENHILL at GLEN VISTA,-79.79651,43.21642,
355973,GREENHILL at GREENHILL CENTRE,-79.78655,43.20967,
1631,GREENHILL at MOUNT ALBION,-79.79478,43.21452,
1630,GREENHILL at MOUNT ALBION,-79.79516,43.21470,
1632,GREENHILL at PUTTING,-79.79178,43.21088,
1634,GREENHILL at ST. STEVEN,-79.77997,43.20997,
1635,GREENHILL at SUMMERCREST,-79.77833,43.21038,
1636,GREENHILL at TASHA,-79.77473,43.21551,
1637,GREENHILL at TOMMAR,-79.77567,43.21340,
1638,GREENHILL at TORO,-79.79255,43.21143,
355567,GREENHILL opposite ERINDALE,-79.81010,43.22071,
355296,GREENHILL opposite GLEN VISTA,-79.79654,43.21656,
1629,GREENHILL opposite MONTE,-79.77402,43.21710,
1639,GRENFELL at KENILWORTH,-79.80399,43.25471,
1640,GRENFELL at MARTIMAS,-79.80642,43.25528,
355432,HAMILTON GO CENTRE PLATFORM 17,-79.86952,43.25267,
355415,HAMILTON GO CENTRE PLATFORM 18,-79.86858,43.25249,
1642,HARLOWE at PRITCHARD,-79.82154,43.19140,
1643,HATT at BROCK,-79.97084,43.26905,
1645,HEAD at MACNAB,-79.97453,43.26876,
1644,HEAD STREET LOOP,-79.97358,43.27052,
1646,HEMPSTEAD at NEBO,-79.83616,43.19552,
1647,HEMPSTEAD opposite UNSWORTH,-79.83956,43.19482,
1648,HERKIMER at BAY,-79.87740,43.24995,
1649,HERKIMER at CAROLINE,-79.87930,43.25045,
1650,HERKIMER at PARK,-79.87576,43.24959,
1651,HESS at ABERDEEN,-79.88171,43.24869,
1652,HESS at CHARLTON,-79.88044,43.25167,
1653,HESS at DUKE,-79.87963,43.25356,
1654,HESS at HERKIMER,-79.88084,43.25075,
1655,HESS at HUNTER,-79.87866,43.25578,
1657,HESS at ROBINSON,-79.88003,43.25262,
1658,HIGHBURY at FOXMEADOW,-79.78114,43.17743,
1549,HIGHBURY at GATESTONE,-79.78899,43.17931,
1659,HIGHBURY at PINEWOODS,-79.77778,43.18203,
1661,HIGHBURY at WHITEDEER,-79.78561,43.17848,
1660,HIGHBURY opposite SLINGER,-79.77895,43.17930,
355960,HIGHLAND at CHAUMONT,-79.78155,43.18343,
1662,HIGHLAND at FIRST,-79.78267,43.18373,
1665,HIGHLAND at SALTFLEET HIGH SCHOOL,-79.77972,43.18304,
356086,HIGHWAY 8 at ALECTRA,-79.69844,43.21216,
1672,HIGHWAY 8 at DEWITT,-79.71280,43.21574,
1671,HIGHWAY 8 at DEWITT,-79.71340,43.21565,
1673,HIGHWAY 8 at DURHAM,-79.74046,43.22266,
1674,HIGHWAY 8 at ELLINGTON,-79.72963,43.22001,
1675,HIGHWAY 8 at ENVOY,-79.70960,43.21471,
2501,HIGHWAY 8 at FIESTA MALL,-79.74698,43.22397,
1677,HIGHWAY 8 at FRUITLAND,-79.70343,43.21339,
1678,HIGHWAY 8 at GATESHEAD,-79.74098,43.22257,
2504,HIGHWAY 8 at GRAY,-79.74462,43.22363,
2506,HIGHWAY 8 at GRAY,-79.74438,43.22337,
1679,HIGHWAY 8 at GREEN,-79.73385,43.22087,
1680,HIGHWAY 8 at GREEN,-79.73330,43.22095,
1681,HIGHWAY 8 at HOMESIDE,-79.72040,43.21740,
1682,HIGHWAY 8 at JONES,-79.69364,43.21184,
1683,HIGHWAY 8 at JONES,-79.69438,43.21200,
1684,HIGHWAY 8 at KILBOURN,-79.72627,43.21890,
1685,HIGHWAY 8 at KING,-79.72972,43.21982,
1686,HIGHWAY 8 at MILLEN,-79.72367,43.21823,
1687,HIGHWAY 8 at MILLEN,-79.72286,43.21824,
1688,HIGHWAY 8 at PEACHWOOD,-79.71999,43.21752,
1676,HIGHWAY 8 at REGALVIEW,-79.70404,43.21333,
1689,HIGHWAY 8 at ROYALWOOD,-79.70962,43.21492,
1692,HIGHWAY 8 at WARWICK,-79.73819,43.22213,
1693,HIGHWAY 8 at WORSLEY,-79.72490,43.21879,
1670,HIGHWAY 8 opposite CHESTER,-79.73930,43.22217,
2502,HIGHWAY 8 opposite FIESTA MALL,-79.74764,43.22427,
355929,HIGHWAY 8 opposite FIESTA MALL,-79.74764,43.22427,
1395,HILLCREST LOOP,-79.89464,43.24629,
356042,HOLLYBUSH at CHATSWORTH - South Leg,-79.91582,43.32501,
355880,HOLLYBUSH at DUNDAS,-79.90894,43.31996,
355870,HOLLYBUSH at DUNDAS,-79.90903,43.31987,
356038,HOLLYBUSH at LONGYEAR,-79.91577,43.32512,
356078,HOLLYBUSH at RYANS WAY,-79.91304,43.32316,
356079,HOLLYBUSH opposite RYANS WAY,-79.91317,43.32311,
1694,HOLY SEPULCHRE CEMETERY EAST,-79.86856,43.29304,
1695,HOLY SEPULCHRE CEMETERY WEST,-79.86966,43.29154,
356018,HORSESHOE at FLAMBOROUGH POWER CENTRE,-79.91434,43.31802,
356017,HORSESHOE at FLAMBOROUGH POWER CENTRE,-79.91434,43.31802,
355447,HUNTER at BAY,-79.87499,43.25475,
1707,HUNTER at BAY,-79.87499,43.25475,
355453,HUNTER at BAY,-79.87499,43.25474,
1708,HUNTER at CAROLINE,-79.87741,43.25532,
1709,HUNTER at HESS,-79.87858,43.25560,
1704,HUNTER at JOHN,-79.86729,43.25291,
1710,HUNTER at LOCKE,-79.88493,43.25672,
1711,HUNTER at MACNAB,-79.87176,43.25407,
1713,HUNTER at PEARL,-79.88350,43.25641,
1714,HUNTER at QUEEN,-79.87998,43.25592,
1705,HUNTER at SPRING,-79.86138,43.25132,
1706,HUNTER at WALNUT,-79.86482,43.25227,
1712,HUNTER opposite PARK,-79.87328,43.25444,
remix-d9b3024d-e3b8-4e61-aa07-a9f04ff589de,Huntingwood at Golfview,-79.97656,43.26072,
remix-cde06173-dea7-4522-b655-33fa1e601349,Huntingwood opposite Governor's,-79.97218,43.26094,
1715,HUXLEY at KING,-79.81492,43.23351,
1721,INDUSTRIAL at OTTAWA,-79.81146,43.26231,
1718,INDUSTRIAL at OTTAWA,-79.81207,43.26252,
1236,INDUSTRIAL at WILCOX,-79.82688,43.26437,
1717,INDUSTRIAL opposite DEPEW,-79.81637,43.26366,
1719,INDUSTRIAL opposite DOFASCO PARKING,-79.80851,43.25997,
1720,INDUSTRIAL opposite GAGE,-79.82201,43.26494,
1722,INVERNESS at BELAIR,-79.87154,43.24238,
1723,INVERNESS at BRUCE PARK,-79.86938,43.24188,
1724,INVERNESS at EAST 8TH,-79.86702,43.24133,
1725,INVERNESS at ELCHO,-79.87151,43.24252,
1727,INVERNESS at UPPER JAMES,-79.87502,43.24334,
1728,INVERNESS at WAVELL,-79.87464,43.24311,
1726,INVERNESS opposite SOUTHILL,-79.86832,43.24177,
1729,ISAAC BROCK at GATESTONE,-79.78424,43.18898,
1730,ISAAC BROCK at KENNARD,-79.78756,43.18976,
1731,ISAAC BROCK opposite WILLIAM JOHNSON,-79.78902,43.19350,
1734,JAMES at BARTON,-79.86583,43.26430,
355310,JAMES at BARTON,-79.86572,43.26420,
1751,JAMES at BOLD,-79.87101,43.25244,
1753,JAMES at BOLD,-79.87101,43.25244,
1754,JAMES at BOLD,-79.87101,43.25244,
1752,JAMES at BOLD,-79.87101,43.25244,
1735,JAMES at BURLINGTON,-79.86204,43.27259,
355803,JAMES at CANNON,-79.86750,43.26046,
355309,JAMES at CANNON,-79.86727,43.26063,
1736,JAMES at CANNON,-79.86750,43.26046,
355492,JAMES at CHARLTON,-79.87212,43.24995,
1755,JAMES at CHARLTON,-79.87212,43.24995,
1756,JAMES at CHARLTON,-79.87212,43.24995,
1757,JAMES at CHARLTON,-79.87212,43.24995,
355802,JAMES at COLBOURNE,-79.86613,43.26357,
1737,JAMES at COLBOURNE,-79.86612,43.26358,
355458,JAMES at GUISE,-79.86160,43.27362,
355459,JAMES at GUISE,-79.86185,43.27342,
1758,JAMES at HUNTER,-79.87040,43.25381,
1761,JAMES at HUNTER,-79.87040,43.25381,
1760,JAMES at HUNTER,-79.87040,43.25381,
1759,JAMES at HUNTER,-79.87040,43.25381,
355431,JAMES at JACKSON,-79.87024,43.25422,
1765,JAMES at JACKSON,-79.87024,43.25422,
355728,JAMES at JACKSON,-79.87009,43.25457,
1762,JAMES at JACKSON,-79.87009,43.25457,
1771,JAMES at JACKSON,-79.86994,43.25489,
355722,JAMES at JACKSON,-79.86994,43.25489,
355723,JAMES at JACKSON,-79.86994,43.25489,
1763,JAMES at JACKSON,-79.87009,43.25457,
1764,JAMES at JACKSON,-79.87009,43.25457,
356052,JAMES at KING,-79.86958,43.25692,
355450,JAMES at MAIN,-79.86953,43.25584,
1768,JAMES at MAIN,-79.86956,43.25583,
1769,JAMES at MAIN,-79.86969,43.25541,
1772,JAMES at MARKLAND,-79.87292,43.24810,
1743,JAMES at PICTON,-79.86333,43.27004,
1742,JAMES at PICTON,-79.86318,43.26997,
1775,JAMES at ROBINSON,-79.87169,43.25092,
1774,JAMES at ROBINSON,-79.87169,43.25092,
1773,JAMES at ROBINSON,-79.87169,43.25092,
1746,JAMES at SIMCOE,-79.86417,43.26767,
355311,JAMES at STRACHAN,-79.86454,43.26686,
355314,JAMES at STRACHAN,-79.86477,43.26679,
1741,JAMES at WEST HARBOUR GO STATION,-79.86518,43.26569,
1748,JAMES at WOOD,-79.86250,43.27151,
1749,JAMES at WOOD,-79.86256,43.27182,
1750,JAMES at YORK,-79.86822,43.25882,
1738,JAMES opposite KING WILLIAM,-79.86892,43.25729,
1739,JAMES opposite KING WILLIAM,-79.86872,43.25774,
1744,JAMES opposite REBECCA,-79.86849,43.25819,
355804,JAMES opposite REBECCA,-79.86851,43.25819,
1745,JAMES opposite ROBERT,-79.86673,43.26225,
1747,JAMES opposite SIMCOE,-79.86416,43.26815,
1740,JAMES opposite WEST HARBOUR GO STATION,-79.86513,43.26560,
1776,JERSEYVILLE at MARTIN,-80.00857,43.21633,
1777,JERSEYVILLE at MEADOWBROOK,-80.00818,43.21623,
1779,JERSEYVILLE at STEVENSON,-80.01350,43.21530,
1778,JERSEYVILLE opposite SHAVER,-80.01709,43.21485,
1780,JERSEYVILLE opposite STEVENSON,-80.01305,43.21553,
1781,JOHN at BURLINGTON TERMINAL,-79.79706,43.32607,
355428,JOHN at CANNON,-79.86448,43.26036,
1784,JOHN at CHARLTON,-79.86922,43.24880,
1783,JOHN at CHARLTON,-79.86922,43.24880,
355510,JOHN at CHARLTON,-79.86922,43.24880,
1785,JOHN at CHARLTON,-79.86921,43.24880,
1791,JOHN at JACKSON,-79.86742,43.25368,
1792,JOHN at JACKSON,-79.86742,43.25368,
1793,JOHN at JACKSON,-79.86742,43.25368,
355424,JOHN at JACKSON,-79.86742,43.25368,
1790,JOHN at JACKSON,-79.86742,43.25368,
355419,JOHN at JACKSON,-79.86742,43.25368,
355799,JOHN at KING WILLIAM,-79.86617,43.25655,
355762,JOHN at KING WILLIAM,-79.86617,43.25655,
355763,JOHN at KING WILLIAM,-79.86617,43.25655,
355429,JOHN at ROBERT,-79.86384,43.26183,
355436,JOHN at WILSON,-79.86529,43.25855,
355427,JOHN at WILSON,-79.86529,43.25855,
